Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic
Office Supplies,San Francisco,United States,Bruce Stewart,9/23/2017,West,Consumer,9/30/2017,Standard Class,Shipped Late,California,Appliances,7,6,0,1,56,56,0.35,2,161,241,160.96,161
Furniture,Hempstead,United States,Sean O'Donnell,12/4/2015,East,Consumer,12/10/2015,Standard Class,Shipped On Time,New York,Furnishings,6,6,0,1,5,5,0.19,3,28,43,28.44,28
Furniture,Hempstead,United States,Sean O'Donnell,12/4/2015,East,Consumer,12/10/2015,Standard Class,Shipped On Time,New York,Chairs,6,6,0.1,1,127,127,0.35,5,364,546,364.41,404
Technology,Hempstead,United States,Sean O'Donnell,12/4/2015,East,Consumer,12/10/2015,Standard Class,Shipped On Time,New York,Phones,6,6,0,1,12,12,0.3,4,40,60,39.96,40
Furniture,Hempstead,United States,Sean O'Donnell,12/4/2015,East,Consumer,12/10/2015,Standard Class,Shipped On Time,New York,Chairs,6,6,0.1,1,145,145,0.4,2,362,542,361.76,402
Office Supplies,Conroe,United States,Cindy Schnelling,11/1/2016,Central,Corporate,11/4/2016,First Class,Shipped Late,Texas,Storage,3,1,0.2,1,2,2,0.02,9,112,167,111.67,140
Office Supplies,Houston,United States,Philisse Overcash,3/17/2017,Central,Home Office,3/21/2017,Standard Class,Shipped Early,Texas,Binders,4,6,0.8,1,4,4,0.26,6,14,21,13.78,70
Office Supplies,Houston,United States,Philisse Overcash,3/17/2017,Central,Home Office,3/21/2017,Standard Class,Shipped Early,Texas,Paper,4,6,0.2,1,2,2,0.19,3,10,15,10.27,13
Furniture,Philadelphia,United States,Tamara Dahlen,11/23/2017,East,Consumer,11/24/2017,First Class,Shipped On Time,Pennsylvania,Furnishings,1,1,0.2,1,1,1,0.06,9,24,36,24.05,30
Office Supplies,Tampa,United States,Stefania Perrino,8/27/2017,South,Corporate,8/30/2017,First Class,Shipped Late,Florida,Envelopes,3,1,0.2,1,-5,-5,-1.6,1,3,4,2.9,4
Office Supplies,New York City,United States,Maribeth Schnelling,12/4/2015,East,Consumer,12/9/2015,Second Class,Shipped Late,New York,Envelopes,5,3,0,1,6,6,0.31,3,18,27,17.94,18
Furniture,New York City,United States,Maribeth Schnelling,12/4/2015,East,Consumer,12/9/2015,Second Class,Shipped Late,New York,Chairs,5,3,0.1,1,115,115,0.3,7,384,575,384.17,427
Technology,New York City,United States,Maribeth Schnelling,12/4/2015,East,Consumer,12/9/2015,Second Class,Shipped Late,New York,Phones,5,3,0,1,612,612,0.34,5,1800,2695,1799.75,1800
Office Supplies,Charlotte,United States,Dean percer,10/7/2017,South,Home Office,10/11/2017,Standard Class,Shipped Early,North Carolina,Storage,4,6,0.2,1,285,285,0.49,4,581,870,580.67,726
Office Supplies,Charlotte,United States,Dean percer,10/7/2017,South,Home Office,10/11/2017,Standard Class,Shipped Early,North Carolina,Fasteners,4,6,0.2,1,2,2,0.08,3,19,28,18.94,24
Technology,Charlotte,United States,Dean percer,10/7/2017,South,Home Office,10/11/2017,Standard Class,Shipped Early,North Carolina,Phones,4,6,0.2,1,67,67,0.3,2,222,333,222.38,278
Office Supplies,Charlotte,United States,Dean percer,10/7/2017,South,Home Office,10/11/2017,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.7,1,6,6,0.11,6,50,76,50.45,167
Furniture,Charlotte,United States,Dean percer,10/7/2017,South,Home Office,10/11/2017,Standard Class,Shipped Early,North Carolina,Tables,4,6,0.2,1,105,105,0.51,3,207,232,154.76,258
Office Supplies,Dallas,United States,Duane Benoit,3/25/2017,Central,Consumer,3/30/2017,Second Class,Shipped Late,Texas,Paper,5,3,0.2,1,1,1,0.08,2,7,10,6.85,9
Technology,Seattle,United States,Matthew Grinstein,8/9/2014,West,Home Office,8/13/2014,Standard Class,Shipped Early,Washington,Phones,4,6,0.2,1,-731,-731,-0.67,4,1091,1634,1091.17,1364
Technology,Seattle,United States,Matthew Grinstein,8/9/2014,West,Home Office,8/13/2014,Standard Class,Shipped Early,Washington,Phones,4,6,0.2,1,-50,-50,-0.23,2,219,328,219.17,274
Office Supplies,Pasadena,United States,Evan Henry,11/22/2014,Central,Consumer,11/25/2014,First Class,Shipped Late,Texas,Binders,3,1,0.8,1,2,2,0.31,1,7,10,6.93,35
Office Supplies,Philadelphia,United States,Carl Ludwig,6/10/2017,East,Consumer,6/10/2017,Same Day,Shipped On Time,Pennsylvania,Paper,0,0,0.2,1,2,2,0.06,6,40,60,40.03,50
Office Supplies,Indianapolis,United States,Karen Ferguson,7/1/2017,Central,Home Office,7/8/2017,Standard Class,Shipped Late,Indiana,Storage,7,6,0,1,-89,-89,-0.2,4,444,665,443.92,444
Office Supplies,Indianapolis,United States,Karen Ferguson,7/1/2017,Central,Home Office,7/8/2017,Standard Class,Shipped Late,Indiana,Binders,7,6,0,1,-272,-272,-1.6,1,170,255,169.99,170
Office Supplies,Indianapolis,United States,Karen Ferguson,7/1/2017,Central,Home Office,7/8/2017,Standard Class,Shipped Late,Indiana,Paper,7,6,0,1,10,10,0.38,4,26,39,25.92,26
Technology,Richmond,United States,Dave Hallsten,11/21/2014,South,Corporate,11/26/2014,Standard Class,Shipped Early,Kentucky,Phones,5,6,0,1,1,1,0.03,1,37,55,36.99,37
Office Supplies,Richmond,United States,Dave Hallsten,11/21/2014,South,Corporate,11/26/2014,Standard Class,Shipped Early,Kentucky,Paper,5,6,0,1,289,289,0.46,6,629,942,629.1,629
Office Supplies,Richmond,United States,Dave Hallsten,11/21/2014,South,Corporate,11/26/2014,Standard Class,Shipped Early,Kentucky,Storage,5,6,0,1,93,93,0.48,3,194,290,193.95,194
Office Supplies,Richmond,United States,Dave Hallsten,11/21/2014,South,Corporate,11/26/2014,Standard Class,Shipped Early,Kentucky,Art,5,6,0,1,1,1,0.27,3,5,8,5.46,5
Furniture,Tinley Park,United States,Laura Armstrong,5/4/2015,Central,Corporate,5/5/2015,First Class,Shipped On Time,Illinois,Furnishings,1,1,0.6,1,11,11,0.48,7,22,33,22.29,55
Furniture,Houston,United States,Henia Zydlo,5/29/2017,Central,Consumer,6/5/2017,Standard Class,Shipped Late,Texas,Furnishings,7,6,0.6,1,3,3,0.05,4,65,98,65.42,163
Office Supplies,Los Angeles,United States,Charlotte Melton,10/17/2015,West,Consumer,10/17/2015,Same Day,Shipped On Time,California,Storage,0,0,0,1,21,21,0.27,2,78,117,77.88,78
Furniture,Columbus,United States,Laurel Beltran,4/23/2014,East,Home Office,4/27/2014,Standard Class,Shipped Early,Ohio,Chairs,4,6,0.3,1,-112,-112,-0.4,2,281,421,281.37,401
Furniture,Columbus,United States,Laurel Beltran,4/23/2014,East,Home Office,4/27/2014,Standard Class,Shipped Early,Ohio,Chairs,4,6,0.3,1,-225,-225,-0.8,2,281,421,281.37,401
Office Supplies,Columbus,United States,Laurel Beltran,4/23/2014,East,Home Office,4/27/2014,Standard Class,Shipped Early,Ohio,Binders,4,6,0.7,1,0,0,0.05,8,7,11,7.49,23
Furniture,Columbus,United States,Laurel Beltran,4/23/2014,East,Home Office,4/27/2014,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,1,-1,-1,-0.04,4,22,33,22.34,28
Office Supplies,Columbus,United States,Jeremy Farry,4/30/2017,East,Consumer,5/6/2017,Standard Class,Shipped On Time,Ohio,Paper,6,6,0.2,1,0,0,-0.04,2,10,16,10.37,13
Office Supplies,San Francisco,United States,Greg Maxwell,9/20/2016,West,Corporate,9/24/2016,Standard Class,Shipped Early,California,Paper,4,6,0,1,-46,-46,-0.7,9,66,99,65.79,66
Office Supplies,San Francisco,United States,Greg Maxwell,9/20/2016,West,Corporate,9/24/2016,Standard Class,Shipped Early,California,Binders,4,6,0.2,1,95,95,0.35,2,272,407,271.98,340
Office Supplies,San Francisco,United States,Greg Maxwell,9/20/2016,West,Corporate,9/24/2016,Standard Class,Shipped Early,California,Art,4,6,0,1,4,4,0.35,4,12,18,11.76,12
Office Supplies,San Francisco,United States,Greg Maxwell,9/20/2016,West,Corporate,9/24/2016,Standard Class,Shipped Early,California,Paper,4,6,0,1,36,36,0.46,2,78,116,77.52,78
Office Supplies,San Francisco,United States,Greg Maxwell,9/20/2016,West,Corporate,9/24/2016,Standard Class,Shipped Early,California,Binders,4,6,0.2,1,16,16,0.33,2,49,73,48.64,61
Office Supplies,Madison,United States,Sonia Sunley,9/2/2016,Central,Consumer,9/2/2016,Same Day,Shipped On Time,Wisconsin,Fasteners,0,0,0,1,1,1,0.27,1,2,3,1.81,2
Office Supplies,Madison,United States,Sonia Sunley,9/2/2016,Central,Consumer,9/2/2016,Same Day,Shipped On Time,Wisconsin,Binders,0,0,0,1,4,4,0.49,2,8,12,8.26,8
Office Supplies,Aurora,United States,Tony Chapman,4/27/2015,West,Home Office,5/2/2015,Standard Class,Shipped Early,Colorado,Appliances,5,6,0.2,1,15,15,0.33,5,44,65,43.56,55
Office Supplies,Aurora,United States,Tony Chapman,4/27/2015,West,Home Office,5/2/2015,Standard Class,Shipped Early,Colorado,Supplies,5,6,0.12,1,3,3,0.44,2,7,9,5.84,8
Furniture,New York City,United States,Chuck Clark,9/6/2015,East,Home Office,9/13/2015,Standard Class,Shipped Late,New York,Chairs,7,6,0.1,1,128,128,0.47,2,272,407,271.76,302
Office Supplies,Los Angeles,United States,Clay Ludtke,5/28/2016,West,Consumer,6/3/2016,Standard Class,Shipped On Time,California,Appliances,6,6,0,1,21,21,0.08,2,262,393,262.24,262
Office Supplies,Los Angeles,United States,Clay Ludtke,5/28/2016,West,Consumer,6/3/2016,Standard Class,Shipped On Time,California,Paper,6,6,0,1,24,24,0.13,8,183,274,182.72,183
Technology,Los Angeles,United States,Clay Ludtke,5/28/2016,West,Consumer,6/3/2016,Standard Class,Shipped On Time,California,Accessories,6,6,0,1,29,29,0.22,7,132,197,131.6,132
Office Supplies,Los Angeles,United States,Clay Ludtke,5/28/2016,West,Consumer,6/3/2016,Standard Class,Shipped On Time,California,Binders,6,6,0.2,1,7,7,0.3,4,23,34,22.72,29
Technology,Los Angeles,United States,Clay Ludtke,5/28/2016,West,Consumer,6/3/2016,Standard Class,Shipped On Time,California,Machines,6,6,0.2,1,257,257,0.46,2,558,836,558.4,698
Office Supplies,Dubuque,United States,Deanra Eno,9/24/2015,Central,Home Office,9/28/2015,Standard Class,Shipped Early,Iowa,Binders,4,6,0,1,1,1,0.06,4,15,23,15.24,15
Furniture,Dubuque,United States,Deanra Eno,9/24/2015,Central,Home Office,9/28/2015,Standard Class,Shipped Early,Iowa,Chairs,4,6,0,1,465,465,0.33,10,1408,2109,1408.1,1408
Office Supplies,Lancaster,United States,Sam Zeldin,7/3/2017,East,Home Office,7/6/2017,Second Class,Shipped On Time,Ohio,Paper,3,3,0.2,1,3,3,0.08,4,33,49,32.9,41
Furniture,Lancaster,United States,Sam Zeldin,7/3/2017,East,Home Office,7/6/2017,Second Class,Shipped On Time,Ohio,Tables,3,3,0.2,1,186,186,0.65,2,287,322,215.15,358
Office Supplies,Lancaster,United States,Sam Zeldin,7/3/2017,East,Home Office,7/6/2017,Second Class,Shipped On Time,Ohio,Paper,3,3,0.2,1,9,9,0.28,6,31,46,30.96,39
Office Supplies,Inglewood,United States,Luke Foster,12/8/2017,West,Consumer,12/9/2017,First Class,Shipped On Time,California,Storage,1,1,0,1,10,10,0.34,3,30,45,29.79,30
Furniture,Inglewood,United States,Luke Foster,12/8/2017,West,Consumer,12/9/2017,First Class,Shipped On Time,California,Furnishings,1,1,0,1,-62,-62,-0.48,2,129,193,128.9,129
Office Supplies,Inglewood,United States,Luke Foster,12/8/2017,West,Consumer,12/9/2017,First Class,Shipped On Time,California,Paper,1,1,0,1,22,22,0.36,9,60,90,60.12,60
Office Supplies,Bellevue,United States,Alan Barnes,12/5/2017,West,Consumer,12/9/2017,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,1,7,7,0.29,3,25,37,24.82,31
Office Supplies,Bellevue,United States,Alan Barnes,12/5/2017,West,Consumer,12/9/2017,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,1,2,2,0.12,6,15,22,14.98,19
Office Supplies,Chicago,United States,Neoma Murray,9/27/2015,Central,Consumer,9/29/2015,First Class,Shipped Late,Illinois,Binders,2,1,0.8,1,7,7,0.48,2,15,23,15.08,75
Furniture,Chicago,United States,Neoma Murray,9/27/2015,Central,Consumer,9/29/2015,First Class,Shipped Late,Illinois,Furnishings,2,1,0.6,1,8,8,0.34,3,24,36,24.29,60
Furniture,Dallas,United States,Ryan Akin,10/30/2017,Central,Consumer,10/30/2017,Same Day,Shipped On Time,Texas,Furnishings,0,0,0.6,1,6,6,0.36,2,16,24,16.19,40
Furniture,Dallas,United States,Ryan Akin,10/30/2017,Central,Consumer,10/30/2017,Same Day,Shipped On Time,Texas,Tables,0,0,0.2,1,-402,-402,-1.4,2,287,376,251.01,359
Office Supplies,Dallas,United States,Ryan Akin,10/30/2017,Central,Consumer,10/30/2017,Same Day,Shipped On Time,Texas,Storage,0,0,0.2,1,-29,-29,-0.53,6,54,81,54.19,68
Office Supplies,San Francisco,United States,Phillina Ober,11/29/2015,West,Home Office,11/30/2015,Same Day,Shipped Late,California,Binders,1,0,0.2,1,-2,-2,-0.53,1,4,6,4.3,5
Office Supplies,New York City,United States,Kelly Andreada,3/11/2014,East,Consumer,3/14/2014,Second Class,Shipped On Time,New York,Paper,3,3,0,1,-29,-29,-0.27,14,109,163,108.92,109
Office Supplies,New York City,United States,Justin Deggeller,11/19/2017,East,Corporate,11/23/2017,Standard Class,Shipped Early,New York,Envelopes,4,6,0,1,1,1,0.08,3,17,25,16.74,17
Office Supplies,New York City,United States,Justin Deggeller,11/19/2017,East,Corporate,11/23/2017,Standard Class,Shipped Early,New York,Appliances,4,6,0,1,902,902,0.36,7,2505,3751,2504.74,2505
Office Supplies,Philadelphia,United States,Jack O'Briant,7/29/2016,East,Corporate,8/2/2016,Standard Class,Shipped Early,Pennsylvania,Storage,4,6,0.2,1,38,38,0.45,2,85,127,84.78,106
Office Supplies,Newark,United States,Laurel Elliston,6/12/2015,East,Consumer,6/17/2015,Standard Class,Shipped Early,Delaware,Storage,5,6,0,1,15,15,0.5,5,30,45,29.9,30
Office Supplies,New York City,United States,Anna Häberlin,8/6/2016,East,Corporate,8/7/2016,First Class,Shipped On Time,New York,Paper,1,1,0,1,18,18,0.25,2,71,106,70.88,71
Office Supplies,Auburn,United States,Kristina Nunn,6/11/2017,South,Home Office,6/15/2017,Standard Class,Shipped Early,Alabama,Art,4,6,0,1,-1,-1,-0.2,2,4,6,3.76,4
Office Supplies,Los Angeles,United States,Tim Brockman,10/7/2016,West,Consumer,10/13/2016,Standard Class,Shipped On Time,California,Binders,6,6,0.2,1,5,5,0.17,2,27,41,27.26,34
Office Supplies,San Francisco,United States,Dennis Pardue,9/8/2014,West,Home Office,9/14/2014,Standard Class,Shipped On Time,California,Appliances,6,6,0,1,27,27,0.47,5,57,85,56.65,57
Office Supplies,San Francisco,United States,Dennis Pardue,9/8/2014,West,Home Office,9/14/2014,Standard Class,Shipped On Time,California,Storage,6,6,0,1,4,4,0.29,1,15,22,14.97,15
Office Supplies,San Francisco,United States,Dennis Pardue,9/8/2014,West,Home Office,9/14/2014,Standard Class,Shipped On Time,California,Fasteners,6,6,0,1,1,1,0.33,2,4,6,4.02,4
Technology,Raleigh,United States,Kristina Nunn,3/16/2014,South,Home Office,3/21/2014,Second Class,Shipped Late,North Carolina,Phones,5,3,0.2,1,203,203,0.43,2,472,707,471.92,590
Office Supplies,Macon,United States,Shui Tom,3/1/2015,South,Consumer,3/2/2015,Second Class,Shipped Early,Georgia,Binders,1,3,0,1,17,17,0.28,4,59,88,58.72,59
Office Supplies,Nashville,United States,Emily Burns,7/9/2015,South,Consumer,7/14/2015,Standard Class,Shipped Early,Tennessee,Art,5,6,0.2,1,2,2,0.49,3,5,8,5.16,6
Office Supplies,Nashville,United States,Alan Hwang,2/20/2016,South,Consumer,2/27/2016,Standard Class,Shipped Late,Tennessee,Paper,7,6,0.2,1,1,1,0.06,2,16,25,16.5,20
Technology,Philadelphia,United States,Adam Shillingsburg,9/16/2017,East,Consumer,9/18/2017,First Class,Shipped Late,Pennsylvania,Accessories,2,1,0.2,1,33,33,0.46,3,72,108,71.98,90
Furniture,Philadelphia,United States,Adam Shillingsburg,9/16/2017,East,Consumer,9/18/2017,First Class,Shipped Late,Pennsylvania,Furnishings,2,1,0.2,1,4,4,0.16,3,23,34,22.51,29
Office Supplies,Philadelphia,United States,Adam Shillingsburg,9/16/2017,East,Consumer,9/18/2017,First Class,Shipped Late,Pennsylvania,Binders,2,1,0.7,1,1,1,0.34,2,3,5,3.44,10
Office Supplies,Philadelphia,United States,Adam Shillingsburg,9/16/2017,East,Consumer,9/18/2017,First Class,Shipped Late,Pennsylvania,Binders,2,1,0.7,1,151,151,0.28,2,538,806,538.19,1793
Technology,Philadelphia,United States,Adam Shillingsburg,9/16/2017,East,Consumer,9/18/2017,First Class,Shipped Late,Pennsylvania,Accessories,2,1,0.2,1,5,5,0.1,2,48,72,47.98,60
Technology,Dallas,United States,Elizabeth Moffitt,11/5/2017,Central,Corporate,11/10/2017,Second Class,Shipped Late,Texas,Phones,5,3,0.2,1,-394,-394,-0.8,4,493,738,492.77,616
Office Supplies,Perth Amboy,United States,Kelly Andreada,2/20/2015,East,Consumer,2/23/2015,Second Class,Shipped On Time,New Jersey,Art,3,3,0,1,-221,-221,-0.77,7,287,429,286.79,287
Office Supplies,Jacksonville,United States,Heather Jas,11/25/2016,South,Home Office,11/30/2016,Standard Class,Shipped Early,Florida,Paper,5,6,0.2,1,2,2,0.3,1,5,8,5.08,6
Technology,Jacksonville,United States,Natalie DeCherney,12/3/2017,South,Consumer,12/5/2017,Second Class,Shipped Early,Florida,Accessories,2,3,0.2,1,5,5,0.11,1,48,72,47.99,60
Office Supplies,Revere,United States,Edward Hooks,9/10/2015,East,Corporate,9/14/2015,Standard Class,Shipped Early,Massachusetts,Appliances,4,6,0,1,16,16,0.26,2,62,93,61.96,62
Furniture,Revere,United States,Edward Hooks,9/10/2015,East,Corporate,9/14/2015,Standard Class,Shipped Early,Massachusetts,Bookcases,4,6,0.15,1,55,55,0.18,2,308,542,361.96,362
Office Supplies,Revere,United States,Edward Hooks,9/10/2015,East,Corporate,9/14/2015,Standard Class,Shipped Early,Massachusetts,Paper,4,6,0,1,42,42,0.15,9,279,418,278.82,279
Furniture,Jackson,United States,Michael Chen,12/14/2016,South,Consumer,12/19/2016,Standard Class,Shipped Early,Mississippi,Furnishings,5,6,0,1,35,35,0.26,6,133,200,133.38,133
Office Supplies,Jacksonville,United States,Mark Hamilton,4/6/2015,South,Consumer,4/10/2015,Standard Class,Shipped Early,North Carolina,Paper,4,6,0.2,1,11,11,0.23,3,48,72,47.95,60
Furniture,San Francisco,United States,Carl Ludwig,12/1/2016,West,Consumer,12/5/2016,Standard Class,Shipped Early,California,Furnishings,4,6,0,1,8,8,0.45,2,17,25,16.74,17
Office Supplies,Columbus,United States,Sylvia Foulston,11/12/2017,East,Corporate,11/17/2017,Standard Class,Shipped Early,Ohio,Paper,5,6,0.2,1,5,5,0.44,2,11,16,10.85,14
Technology,Columbus,United States,Sylvia Foulston,11/12/2017,East,Corporate,11/17/2017,Standard Class,Shipped Early,Ohio,Accessories,5,6,0.2,1,6,6,0.34,2,19,28,18.54,24
Furniture,Dearborn Heights,United States,Emily Phan,3/3/2017,Central,Consumer,3/10/2017,Standard Class,Shipped Late,Michigan,Chairs,7,6,0,1,47,47,0.26,1,181,271,180.98,181
Technology,Dearborn Heights,United States,Emily Phan,3/3/2017,Central,Consumer,3/10/2017,Standard Class,Shipped Late,Michigan,Accessories,7,6,0,1,33,33,0.33,2,100,150,99.98,100
Technology,Overland Park,United States,Rob Williams,11/27/2016,Central,Corporate,11/30/2016,First Class,Shipped Late,Kansas,Accessories,3,1,0,1,6,6,0.16,5,35,52,34.95,35
Office Supplies,Overland Park,United States,Rob Williams,11/27/2016,Central,Corporate,11/30/2016,First Class,Shipped Late,Kansas,Binders,3,1,0,1,40,40,0.26,5,152,228,152,152
Technology,Santa Fe,United States,Shirley Jackson,8/31/2014,West,Consumer,9/5/2014,Standard Class,Shipped Early,New Mexico,Accessories,5,6,0,1,40,40,0.43,9,93,139,92.52,93
Office Supplies,San Francisco,United States,Stefania Perrino,12/8/2016,West,Corporate,12/14/2016,Standard Class,Shipped On Time,California,Art,6,6,0,1,4,4,0.44,2,9,13,8.56,9
Office Supplies,San Francisco,United States,Stefania Perrino,12/8/2016,West,Corporate,12/14/2016,Standard Class,Shipped On Time,California,Paper,6,6,0,1,21,21,0.46,7,45,68,45.36,45
Furniture,San Francisco,United States,Stefania Perrino,12/8/2016,West,Corporate,12/14/2016,Standard Class,Shipped On Time,California,Tables,6,6,0.2,1,284,284,0.2,6,1422,2129,1421.66,1778
Furniture,Mobile,United States,Pauline Johnson,4/7/2014,South,Consumer,4/10/2014,First Class,Shipped Late,Alabama,Furnishings,3,1,0,1,3,3,0.29,2,9,13,8.96,9
Technology,Springfield,United States,Corey Catlett,8/27/2014,South,Corporate,8/29/2014,First Class,Shipped Late,Virginia,Phones,2,1,0,1,278,278,0.48,5,580,869,579.95,580
Furniture,Springfield,United States,Corey Catlett,8/27/2014,South,Corporate,8/29/2014,First Class,Shipped Late,Virginia,Furnishings,2,1,0,1,-4,-4,-0.14,4,29,44,29.12,29
Furniture,Springfield,United States,Corey Catlett,8/27/2014,South,Corporate,8/29/2014,First Class,Shipped Late,Virginia,Tables,2,1,0.2,1,106,106,0.11,3,962,1802,1202.94,1203
Office Supplies,Newark,United States,Muhammed Yedwab,10/21/2016,East,Corporate,10/26/2016,Standard Class,Shipped Early,Delaware,Binders,5,6,0,1,2,2,0.29,4,8,12,7.92,8
Technology,Hickory,United States,Dean Braden,11/30/2016,South,Consumer,11/30/2016,Same Day,Shipped On Time,North Carolina,Phones,0,0,0.2,1,15,15,0.43,1,36,54,36.19,45
Office Supplies,Fort Lauderdale,United States,Michael Grace,9/5/2017,South,Home Office,9/11/2017,Standard Class,Shipped On Time,Florida,Storage,6,6,0.2,1,37,37,0.25,2,147,220,147.18,184
