Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Office Supplies,New York City,United States,Dan Reichenbach,7/14/2016,East,Corporate,7/18/2016,Standard Class,Shipped Early,New York,Binders,4,6,0.25,1,4,5.13,0.31,2,13.125,21,14.16,18,0.2
Furniture,Dallas,United States,Ben Ferrer,4/30/2016,Central,Home Office,5/5/2016,Standard Class,Shipped Early,Texas,Furnishings,5,6,0.18,1,-1,-10.17,-0.03,3,47.15,34,22.61,58,0.6
Office Supplies,Los Angeles,United States,Larry Blacks,7/25/2016,West,Consumer,7/27/2016,Second Class,Shipped Early,California,Fasteners,2,3,0.25,1,4,10.74,0.25,6,15.75,32,21.48,21,0
Office Supplies,Minneapolis,United States,Dianna Vittorini,6/22/2014,Central,Consumer,6/24/2014,First Class,Shipped Late,Minnesota,Storage,2,1,0.25,1,-94,0,-0.25,3,376.5,752,501.81,502,0
Office Supplies,Minneapolis,United States,Dianna Vittorini,6/22/2014,Central,Consumer,6/24/2014,First Class,Shipped Late,Minnesota,Storage,2,1,0.25,1,-23,9.72,-0.19,3,121.5,243,161.94,162,0
Office Supplies,Deltona,United States,Neil Knudson,10/21/2017,South,Home Office,10/26/2017,Standard Class,Shipped Early,Florida,Art,5,6,0.25,1,1,2.01,0.06,4,16.875,27,17.86,23,0.2
Office Supplies,Chicago,United States,Carlos Soltero,9/3/2016,Central,Consumer,9/9/2016,Standard Class,Shipped On Time,Illinois,Binders,6,6,0.25,1,-39,-14.97,-1.15,3,33.75,13,8.81,45,0.8
Furniture,Cincinnati,United States,Logan Haushalter,5/14/2016,East,Consumer,5/14/2016,Same Day,Shipped On Time,Ohio,Furnishings,0,0,0.18,1,32,29.77,0.4,1,80.975,119,79.38,99,0.2
Office Supplies,Oakland,United States,Dianna Wilson,1/7/2016,West,Home Office,1/12/2016,Standard Class,Shipped Early,California,Art,5,6,0.25,1,1,10.03,0.04,1,26.25,52,34.58,35,0
Office Supplies,Manteca,United States,Karen Ferguson,3/13/2017,West,Home Office,3/19/2017,Standard Class,Shipped On Time,California,Paper,6,6,0.25,1,54,150.98,0.23,3,236.25,471,314.55,315,0
Technology,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,Standard Class,Shipped On Time,Texas,Accessories,6,6,0.2,1,25,24,0.13,3,192,288,191.98,240,0.2
Office Supplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,Standard Class,Shipped On Time,Texas,Paper,6,6,0.25,1,2,3,0.31,2,7.5,12,8.29,10,0.2
Furniture,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,Standard Class,Shipped On Time,Texas,Furnishings,6,6,0.18,1,-189,-150.41,-0.66,5,287,210,139.92,350,0.6
Office Supplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,Standard Class,Shipped On Time,Texas,Art,6,6,0.25,1,0,1.19,0.03,1,15,24,15.87,20,0.2
Office Supplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,Standard Class,Shipped On Time,Texas,Binders,6,6,0.25,1,-27,-11,-1.2,7,22.5,9,6.29,30,0.8
Office Supplies,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,Second Class,Shipped On Time,Ohio,Art,3,3,0.25,1,1,1.75,0.08,3,13.125,21,14.02,18,0.2
Technology,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,Second Class,Shipped On Time,Ohio,Accessories,3,3,0.2,1,-9,-9,-0.13,3,72,108,71.98,90,0.2
Technology,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,Second Class,Shipped On Time,Ohio,Phones,3,3,0.2,1,-7,-27,-0.05,3,144,162,107.98,180,0.4
Furniture,San Angelo,United States,Linda Cazamias,11/19/2017,Central,Corporate,11/25/2017,Standard Class,Shipped On Time,Texas,Chairs,6,6,0.18,1,32,-8.72,0.09,2,357.2857143,457,305.31,436,0.3
Office Supplies,San Francisco,United States,Ivan Liston,8/1/2014,West,Consumer,8/3/2014,First Class,Shipped Late,California,Binders,2,1,0.25,1,6,6.91,0.3,3,18.75,30,19.75,25,0.2
Office Supplies,Houston,United States,Lindsay Shagiari,7/30/2016,Central,Home Office,8/4/2016,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-32,-13.9,-0.95,3,33.75,14,9.26,45,0.8
Office Supplies,Houston,United States,Corey Catlett,7/30/2015,Central,Corporate,8/3/2015,Second Class,Shipped Late,Texas,Storage,4,3,0.25,1,3,6.18,0.05,4,58.125,93,61.79,78,0.2
Office Supplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,Home Office,10/21/2016,Standard Class,Shipped On Time,Utah,Paper,6,6,0.25,1,7,21.01,0.21,2,34.5,68,45.68,46,0
Office Supplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,Home Office,10/21/2016,Standard Class,Shipped On Time,Utah,Paper,6,6,0.25,1,10,28.86,0.23,9,45,90,60.12,60,0
Office Supplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,Home Office,10/21/2016,Standard Class,Shipped On Time,Utah,Binders,6,6,0.25,1,10,13.04,0.26,5,39.375,62,41.72,53,0.2
Office Supplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,Home Office,10/21/2016,Standard Class,Shipped On Time,Utah,Paper,6,6,0.25,1,11,32.94,0.21,8,54,107,71.6,72,0
Office Supplies,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Binders,4,6,0.25,1,25,30.9,0.31,7,79.6875,128,85.23,106,0.2
Office Supplies,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Labels,4,6,0.25,1,8,22.2,0.25,3,33,66,44.4,44,0
Furniture,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Chairs,4,6,0.18,1,20,59.04,0.05,4,403.6222222,663,442.76,492,0.1
Technology,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Machines,4,6,0.2,1,288,1159.99,0.09,5,3200,5990,3999.95,4000,0
Technology,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Accessories,4,6,0.2,1,-14,21.99,-0.09,5,160,299,199.95,200,0
Furniture,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,Standard Class,Shipped Early,New York,Furnishings,4,6,0.18,1,14,28.02,0.26,8,52.48,95,63.68,64,0
Office Supplies,Salinas,United States,Heather Kirkland,8/1/2017,West,Corporate,8/4/2017,Second Class,Shipped On Time,California,Binders,3,3,0.25,1,15,18.53,0.29,2,51.5625,82,54.9,69,0.2
Technology,Huntsville,United States,Rob Haberlin,7/14/2016,South,Consumer,7/14/2016,Same Day,Shipped On Time,Alabama,Accessories,0,0,0.2,1,1,7.25,0.05,2,23.2,43,29,29,0
Office Supplies,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,Standard Class,Shipped Early,Indiana,Envelopes,5,6,0.25,1,13,35.04,0.25,6,52.5,105,70.08,70,0
Furniture,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0.18,1,3,25.47,0.03,2,99.22,182,121.3,121,0
Technology,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,Standard Class,Shipped Early,Indiana,Phones,5,6,0.2,1,70,378.17,0.06,9,1163.2,2178,1454.49,1454,0
Office Supplies,Los Angeles,United States,Alan Shonely,6/25/2016,West,Consumer,6/29/2016,Standard Class,Shipped Early,California,Appliances,4,6,0.25,1,1,17.03,0.03,3,45.75,91,60.81,61,0
Office Supplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,Standard Class,Shipped Late,Washington,Binders,7,6,0.25,1,42,51.82,0.29,3,144.375,230,153.55,193,0.2
Office Supplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,Standard Class,Shipped Late,Washington,Appliances,7,6,0.25,1,5,22.87,0.1,3,48.75,98,65.34,65,0
Office Supplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,Standard Class,Shipped Late,Washington,Paper,7,6,0.25,1,19,55.76,0.2,4,93,186,123.92,124,0
Office Supplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,Standard Class,Shipped Late,Washington,Appliances,7,6,0.25,1,3,12.29,0.1,3,26.25,53,35.1,35,0
Technology,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,Standard Class,Shipped Late,Washington,Accessories,7,6,0.2,1,0,8.5,-0.01,5,36,67,44.75,45,0
Office Supplies,Knoxville,United States,Allen Goldenen,12/1/2016,South,Consumer,12/6/2016,Standard Class,Shipped Early,Tennessee,Art,5,6,0.25,1,0,0.41,0.04,2,4.6875,7,4.7,6,0.2
Office Supplies,Montgomery,United States,Bart Folk,11/28/2014,South,Consumer,12/4/2014,Standard Class,Shipped On Time,Alabama,Art,6,6,0.25,1,0,3.96,0.02,3,11.25,22,14.67,15,0
Office Supplies,Philadelphia,United States,Chloris Kastensmidt,3/28/2015,East,Consumer,4/2/2015,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,0.25,1,5,5.44,0.3,3,15,23,15.55,20,0.2
Office Supplies,Philadelphia,United States,Chloris Kastensmidt,3/28/2015,East,Consumer,4/2/2015,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,0.25,1,1,1.7,0.28,1,4.6875,8,5.23,6,0.2
Furniture,Little Rock,United States,Liz Thompson,6/1/2014,South,Consumer,6/6/2014,Standard Class,Shipped Early,Arkansas,Furnishings,5,6,0.18,1,4,9.1,0.23,6,18.04,33,22.2,22,0
Technology,Little Rock,United States,Liz Thompson,6/1/2014,South,Consumer,6/6/2014,Standard Class,Shipped Early,Arkansas,Phones,5,6,0.2,1,42,229.3,0.06,7,705.6,1321,881.93,882,0
Office Supplies,Seattle,United States,Beth Thompson,9/6/2015,West,Home Office,9/12/2015,Standard Class,Shipped On Time,Washington,Binders,6,6,0.25,1,2,2.13,0.3,2,5.625,9,6.1,8,0.2
Furniture,Seattle,United States,Beth Thompson,9/6/2015,West,Home Office,9/12/2015,Standard Class,Shipped On Time,Washington,Furnishings,6,6,0.18,1,33,74.81,0.21,3,157.44,287,191.82,192,0
Furniture,Lancaster,United States,Steven Cartwright,6/29/2015,East,Consumer,7/5/2015,Standard Class,Shipped On Time,Pennsylvania,Furnishings,6,6,0.18,1,2,1.76,0.11,1,20.5,30,20.1,25,0.2
Office Supplies,Bristol,United States,Catherine Glotzbach,9/10/2016,South,Home Office,9/12/2016,Second Class,Shipped Early,Tennessee,Art,2,3,0.25,1,5,8.44,0.08,3,63.75,101,67.56,85,0.2
Office Supplies,Aurora,United States,Arthur Wiediger,7/14/2014,Central,Home Office,7/20/2014,Standard Class,Shipped On Time,Illinois,Binders,6,6,0.25,1,-113,-46.39,-1,7,112.5,45,29.93,150,0.8
Technology,Aurora,United States,Arthur Wiediger,7/14/2014,Central,Home Office,7/20/2014,Standard Class,Shipped On Time,Illinois,Phones,6,6,0.2,1,4,3.83,0.1,4,38,57,38.27,48,0.2
Office Supplies,New York City,United States,Roger Barcio,8/22/2015,East,Home Office,8/26/2015,Standard Class,Shipped Early,New York,Art,4,6,0.25,1,3,7.6,0.21,4,12.75,25,16.52,17,0
Technology,Fairfield,United States,Maris LaWare,11/14/2014,East,Consumer,11/16/2014,Second Class,Shipped Early,Connecticut,Phones,2,3,0.2,1,53,233.22,0.08,7,666.4,1247,832.93,833,0
Office Supplies,Fairfield,United States,Maris LaWare,11/14/2014,East,Consumer,11/16/2014,Second Class,Shipped Early,Connecticut,Binders,2,3,0.25,1,8,21.02,0.23,10,33,66,43.8,44,0
Office Supplies,Lincoln Park,United States,Victoria Brennan,11/27/2016,Central,Corporate,11/30/2016,First Class,Shipped Late,Michigan,Appliances,3,1,0.25,1,4,29.74,0.03,6,139.1666667,251,167.29,186,0.1
Furniture,New York City,United States,Scott Williamson,11/21/2017,East,Consumer,11/25/2017,Standard Class,Shipped Early,New York,Furnishings,4,6,0.18,1,5,11.24,0.23,1,22.14,41,27.42,27,0
Office Supplies,San Jose,United States,Neola Schneider,10/1/2017,West,Consumer,10/2/2017,First Class,Shipped On Time,California,Binders,1,1,0.25,1,0,0.5,0.3,1,0.9375,2,1.44,1,0.2
Office Supplies,San Jose,United States,Neola Schneider,10/1/2017,West,Consumer,10/2/2017,First Class,Shipped On Time,California,Binders,1,1,0.25,1,17,20.85,0.29,13,58.125,93,61.78,78,0.2
Office Supplies,San Jose,United States,Neola Schneider,10/1/2017,West,Consumer,10/2/2017,First Class,Shipped On Time,California,Appliances,1,1,0.25,1,0,60.49,0,2,181.5,362,241.96,242,0
Furniture,San Jose,United States,Neola Schneider,10/1/2017,West,Consumer,10/2/2017,First Class,Shipped On Time,California,Chairs,1,1,0.18,1,12,9.5,0.11,4,111.725,163,108.61,136,0.2
Office Supplies,Jacksonville,United States,Dorothy Badders,9/20/2014,South,Corporate,9/25/2014,Standard Class,Shipped Early,Florida,Art,5,6,0.25,1,1,0.99,0.3,2,2.8125,4,2.82,4,0.2
Office Supplies,San Francisco,United States,Matt Hagelstein,7/28/2017,West,Corporate,8/1/2017,Standard Class,Shipped Early,California,Binders,4,6,0.25,1,3,3.62,0.31,4,9.375,15,9.98,13,0.2
Office Supplies,San Francisco,United States,Matt Hagelstein,7/28/2017,West,Corporate,8/1/2017,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,0,4.19,0.03,1,11.25,22,14.98,15,0
Technology,San Francisco,United States,Matt Hagelstein,7/28/2017,West,Corporate,8/1/2017,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,103,100.24,0.09,4,1146,1716,1145.6,1433,0.2
Technology,Marion,United States,Dennis Kane,12/6/2015,East,Consumer,12/6/2015,Same Day,Shipped On Time,Ohio,Phones,0,0,0.2,1,13,-89.09,0.02,2,648,728,485.94,810,0.4
Office Supplies,Marion,United States,Dennis Kane,12/6/2015,East,Consumer,12/6/2015,Same Day,Shipped On Time,Ohio,Art,0,0,0.25,1,3,4.67,0.08,8,34.6875,56,37.38,46,0.2
Furniture,Marion,United States,Dennis Kane,12/6/2015,East,Consumer,12/6/2015,Same Day,Shipped On Time,Ohio,Chairs,0,0,0.18,1,-18,-24.24,-0.22,1,83.17142857,106,70.69,101,0.3
Office Supplies,Philadelphia,United States,Erin Ashbrook,7/31/2017,East,Corporate,8/5/2017,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,0.25,1,14,17.82,0.28,3,51.5625,82,54.82,69,0.2
Furniture,Littleton,United States,Bobby Trafton,3/19/2016,West,Consumer,3/21/2016,Second Class,Shipped Early,Colorado,Bookcases,2,3,0.18,1,-167,-98.8,-0.85,1,196.8,108,72.29,240,0.7
Office Supplies,Austin,United States,Laura Armstrong,7/29/2017,Central,Corporate,8/3/2017,Standard Class,Shipped Early,Texas,Fasteners,5,6,0.25,1,0,0.47,0.11,2,2.8125,4,2.9,4,0.2
Technology,Austin,United States,Laura Armstrong,7/29/2017,Central,Corporate,8/3/2017,Standard Class,Shipped Early,Texas,Phones,5,6,0.2,1,16,15.6,0.13,1,125,187,124.79,156,0.2
Furniture,New York City,United States,Greg Matthias,10/1/2016,East,Consumer,10/5/2016,Standard Class,Shipped Early,New York,Tables,4,6,0.18,1,-59,-115.71,-0.13,1,452.3666667,495,330.59,552,0.4
Office Supplies,San Francisco,United States,Alex Avila,3/31/2014,West,Consumer,4/5/2014,Standard Class,Shipped Early,California,Binders,5,6,0.25,1,209,252.59,0.33,2,631.875,1009,673.57,843,0.2
Office Supplies,San Francisco,United States,Alex Avila,3/31/2014,West,Consumer,4/5/2014,Standard Class,Shipped Early,California,Appliances,5,6,0.25,1,1,14.83,0.03,2,39.75,79,52.98,53,0
Furniture,La Porte,United States,Denny Blanton,6/26/2017,Central,Consumer,7/1/2017,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0.18,1,-52,31.59,-0.12,5,431.32,788,526.45,526,0
Office Supplies,Chicago,United States,John Huston,7/9/2017,Central,Consumer,7/14/2017,Standard Class,Shipped Early,Illinois,Storage,5,6,0.25,1,2,14.31,0.01,5,214.6875,343,228.92,286,0.2
Technology,Portland,United States,Doug Jacobs,12/14/2015,West,Consumer,12/16/2015,Second Class,Shipped Early,Oregon,Phones,2,3,0.2,1,35,36,0.11,4,320,479,319.97,400,0.2
Technology,Burlington,United States,Quincy Jones,12/5/2017,East,Corporate,12/10/2017,Standard Class,Shipped Early,Vermont,Accessories,5,6,0.2,1,21,67.66,0.13,7,164,307,205.03,205,0
Office Supplies,Indianapolis,United States,Carol Triggs,9/15/2015,Central,Consumer,9/17/2015,Second Class,Shipped Early,Indiana,Storage,2,3,0.25,1,-27,11.45,-0.19,2,143.25,286,190.86,191,0
Office Supplies,Indianapolis,United States,Carol Triggs,9/15/2015,Central,Consumer,9/17/2015,Second Class,Shipped Early,Indiana,Art,2,3,0.25,1,2,8.27,0.09,8,18,36,24.32,24,0
Office Supplies,Provo,United States,Rick Huthwaite,7/15/2016,West,Home Office,7/21/2016,Standard Class,Shipped On Time,Utah,Supplies,6,6,0.25,1,1,12.43,0.03,5,33,66,44.4,44,0
Furniture,Chicago,United States,Sanjit Jacobs,4/20/2017,Central,Home Office,4/26/2017,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.18,1,-69,-52.17,-0.76,2,90.2,66,44.4,110,0.6
Office Supplies,Los Angeles,United States,Toby Gnade,11/15/2016,West,Consumer,11/17/2016,Second Class,Shipped Early,California,Binders,2,3,0.25,1,315,381.3,0.33,1,953.4375,1523,1016.79,1271,0.2
Office Supplies,Los Angeles,United States,Toby Gnade,11/15/2016,West,Consumer,11/17/2016,Second Class,Shipped Early,California,Binders,2,3,0.25,1,11,13.35,0.3,7,35.625,57,38.14,48,0.2
Technology,Philadelphia,United States,Carol Triggs,11/26/2016,East,Consumer,12/1/2016,Standard Class,Shipped Early,Pennsylvania,Phones,5,6,0.2,1,-20,-115.5,-0.03,3,660,741,494.98,825,0.4
Office Supplies,Pasadena,United States,Barry Franz,11/21/2017,West,Home Office,11/25/2017,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,1,15.27,0.02,2,42.75,85,56.56,57,0
Office Supplies,Pasadena,United States,Barry Franz,11/21/2017,West,Home Office,11/25/2017,Standard Class,Shipped Early,California,Art,4,6,0.25,1,0,1.45,0.01,2,4.5,8,5.56,6,0
Office Supplies,Pasadena,United States,Barry Franz,11/21/2017,West,Home Office,11/25/2017,Standard Class,Shipped Early,California,Fasteners,4,6,0.25,1,1,3.52,0.14,2,6.75,14,9.02,9,0
Office Supplies,Pasadena,United States,Barry Franz,11/21/2017,West,Home Office,11/25/2017,Standard Class,Shipped Early,California,Appliances,4,6,0.25,1,0,2.24,0.01,1,6.75,13,8.62,9,0
Technology,Pasadena,United States,Barry Franz,11/21/2017,West,Home Office,11/25/2017,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,53,49.5,0.08,3,660,988,659.98,825,0.2
Office Supplies,Los Angeles,United States,Justin MacKendrick,2/15/2015,West,Consumer,2/18/2015,Second Class,Shipped On Time,California,Paper,3,3,0.25,1,2,6.41,0.23,2,9.75,20,13.36,13,0
Office Supplies,Los Angeles,United States,Justin MacKendrick,2/15/2015,West,Consumer,2/18/2015,Second Class,Shipped On Time,California,Binders,3,3,0.25,1,10,13.04,0.26,5,39.375,62,41.72,53,0.2
Office Supplies,Los Angeles,United States,Justin MacKendrick,2/15/2015,West,Consumer,2/18/2015,Second Class,Shipped On Time,California,Binders,3,3,0.25,1,3,4.18,0.31,5,11.25,17,11.52,15,0.2
Office Supplies,Los Angeles,United States,Justin MacKendrick,2/15/2015,West,Consumer,2/18/2015,Second Class,Shipped On Time,California,Appliances,3,3,0.25,1,16,157.02,0.04,6,405.75,811,541.44,541,0
Office Supplies,Los Angeles,United States,Justin MacKendrick,2/15/2015,West,Consumer,2/18/2015,Second Class,Shipped On Time,California,Paper,3,3,0.25,1,3,9.33,0.23,3,14.25,29,19.44,19,0
Office Supplies,San Diego,United States,Julie Kriz,4/15/2016,West,Home Office,4/17/2016,Second Class,Shipped Early,California,Paper,2,3,0.25,1,25,68.98,0.23,3,108,215,143.7,144,0
Office Supplies,San Francisco,United States,Henry Goldwyn,9/28/2015,West,Corporate,10/1/2015,First Class,Shipped Late,California,Appliances,3,1,0.25,1,3,14.28,0.08,3,32.25,65,43.26,43,0
Office Supplies,San Francisco,United States,Henry Goldwyn,9/28/2015,West,Corporate,10/1/2015,First Class,Shipped Late,California,Appliances,3,1,0.25,1,3,15.25,0.1,2,33,65,43.56,44,0
Technology,Bangor,United States,Laura Armstrong,9/17/2016,East,Corporate,9/22/2016,Standard Class,Shipped Early,Maine,Phones,5,6,0.2,1,35,131.35,0.1,3,350.4,656,437.85,438,0
Furniture,Bangor,United States,Laura Armstrong,9/17/2016,East,Corporate,9/22/2016,Standard Class,Shipped Early,Maine,Furnishings,5,6,0.18,1,12,33.94,0.13,2,89.38,164,109.48,109,0
Furniture,San Francisco,United States,Troy Staebel,6/16/2017,West,Consumer,6/19/2017,First Class,Shipped Late,California,Chairs,3,1,0.18,1,124,90.97,0.1,7,1243.325,1817,1212.96,1516,0.2
Office Supplies,San Francisco,United States,Troy Staebel,6/16/2017,West,Consumer,6/19/2017,First Class,Shipped Late,California,Paper,3,1,0.25,1,3,8.71,0.22,2,14.25,28,18.54,19,0
Office Supplies,San Diego,United States,Maria Zettner,11/8/2015,West,Home Office,11/10/2015,Second Class,Shipped Early,California,Fasteners,2,3,0.25,1,1,2.4,0.23,1,3.75,7,5,5,0
Technology,San Diego,United States,Maria Zettner,11/8/2015,West,Home Office,11/10/2015,Second Class,Shipped Early,California,Accessories,2,3,0.2,1,-6,66.95,-0.02,3,297.6,557,371.97,372,0
Technology,New York City,United States,Mitch Webber,12/18/2015,East,Consumer,12/18/2015,Same Day,Shipped On Time,New York,Accessories,0,0,0.2,1,-7,24.94,-0.05,1,132.8,249,166.24,166,0
Furniture,Arlington,United States,Mark Van Huff,2/6/2017,South,Consumer,2/9/2017,First Class,Shipped Late,Virginia,Bookcases,3,1,0.18,1,12,79.19,0.04,3,295.2,539,359.97,360,0
Technology,Atlanta,United States,Allen Armold,11/14/2016,South,Consumer,11/16/2016,Second Class,Shipped Early,Georgia,Accessories,2,3,0.2,1,12,115,0.03,2,400,749,499.98,500,0
Office Supplies,Atlanta,United States,Allen Armold,11/14/2016,South,Consumer,11/16/2016,Second Class,Shipped Early,Georgia,Paper,2,3,0.25,1,1,2.38,0.2,1,3.75,8,5.28,5,0
