Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,
OfficeSupplies,Houston,United States,Emily Ducich,11/23/2014,Central,HomeOffice,11/29/2014,StandardClass,ShippedOnTime,Texas,Labels,6,6,0.2,1,9,8.88,0.38,2,24,35,23.68,30
OfficeSupplies,New York City,United States,Irene Maddox,6/23/2016,East,Consumer,6/28/2016,StandardClass,ShippedEarly,New York,Labels,5,6,0,1,56,56.18,0.46,4,122,183,122.12,122
OfficeSupplies,New York City,United States,Irene Maddox,6/23/2016,East,Consumer,6/28/2016,StandardClass,ShippedEarly,New York,Labels,5,6,0,1,9,8.67,0.47,5,18,28,18.45,18
OfficeSupplies,New York City,United States,Irene Maddox,6/23/2016,East,Consumer,6/28/2016,StandardClass,ShippedEarly,New York,Storage,5,6,0,1,39,38.99,0.12,5,325,487,324.9,325
OfficeSupplies,New York City,United States,Irene Maddox,6/23/2016,East,Consumer,6/28/2016,StandardClass,ShippedEarly,New York,Paper,5,6,0,1,69,68.96,0.47,3,147,220,146.73,147
OfficeSupplies,New York City,United States,Irene Maddox,6/23/2016,East,Consumer,6/28/2016,StandardClass,ShippedEarly,New York,Fasteners,5,6,0,1,1,1.47,0.37,2,4,6,3.96,4
OfficeSupplies,Rancho Cucamonga,United States,Maribeth Yedwab,10/26/2015,West,Corporate,10/30/2015,StandardClass,ShippedEarly,California,Labels,4,6,0,1,3,2.65,0.46,2,6,9,5.76,6
OfficeSupplies,Wilmington,United States,Magdelene Morse,7/15/2017,East,Consumer,7/19/2017,StandardClass,ShippedEarly,Delaware,Binders,4,6,0,1,13,13.01,0.49,3,27,40,26.55,27
Furniture,Wilmington,United States,Magdelene Morse,7/15/2017,East,Consumer,7/19/2017,StandardClass,ShippedEarly,Delaware,Tables,4,6,0.3,1,-49,-48.78,-0.16,3,310,465,310.44,443
Furniture,Moorhead,United States,Mark Packer,11/17/2014,Central,HomeOffice,11/21/2014,StandardClass,ShippedEarly,Minnesota,Chairs,4,6,0,1,82,81.58,0.17,5,480,719,479.9,480
OfficeSupplies,Farmington,United States,Anthony Witt,4/13/2015,West,Consumer,4/15/2015,SecondClass,ShippedEarly,New Mexico,Supplies,2,3,0,1,0,0.39,0.03,1,13,19,12.88,13
OfficeSupplies,Wilmington,United States,Sandra Flanagan,11/25/2015,South,Consumer,11/29/2015,StandardClass,ShippedEarly,North Carolina,Art,4,6,0.2,1,1,1.48,0.11,5,13,20,13.12,16
OfficeSupplies,Jackson,United States,Steve Nguyen,5/15/2016,South,HomeOffice,5/20/2016,StandardClass,ShippedEarly,Mississippi,Binders,5,6,0,1,241,240.56,0.47,8,512,767,511.84,512
OfficeSupplies,Jackson,United States,Steve Nguyen,5/15/2016,South,HomeOffice,5/20/2016,StandardClass,ShippedEarly,Mississippi,Art,5,6,0,1,26,25.75,0.28,4,92,138,91.96,92
OfficeSupplies,Jackson,United States,Steve Nguyen,5/15/2016,South,HomeOffice,5/20/2016,StandardClass,ShippedEarly,Mississippi,Art,5,6,0,1,2,2.17,0.26,3,8,12,8.34,8
OfficeSupplies,Portland,United States,Ruben Dartt,9/7/2017,West,Consumer,9/12/2017,StandardClass,ShippedEarly,Oregon,Storage,5,6,0.2,1,2,2.36,0.06,3,38,56,37.68,48
Technology,Portland,United States,Ruben Dartt,9/7/2017,West,Consumer,9/12/2017,StandardClass,ShippedEarly,Oregon,Accessories,5,6,0.2,1,80,80.48,0.29,7,280,419,279.94,350
OfficeSupplies,Denver,United States,Kean Thornton,3/10/2014,West,Consumer,3/17/2014,StandardClass,ShippedLate,Colorado,Storage,7,6,0.2,1,-16,-15.91,-0.03,3,636,953,636.41,795
OfficeSupplies,Denver,United States,Kean Thornton,3/10/2014,West,Consumer,3/17/2014,StandardClass,ShippedLate,Colorado,Art,7,6,0.2,1,9,9.36,0.11,4,83,125,83.17,104
Furniture,Tucson,United States,Adrian Hane,7/18/2014,West,HomeOffice,7/18/2014,Same Day,ShippedOnTime,Arizona,Chairs,0,0,0.2,1,-26,-25.91,-0.1,4,259,388,259.14,324
OfficeSupplies,New York City,United States,Brian Moss,3/24/2017,East,Corporate,3/28/2017,SecondClass,ShippedLate,New York,Paper,4,3,0,1,107,106.52,0.48,4,222,332,221.92,222
Technology,New York City,United States,Brian Moss,3/24/2017,East,Corporate,3/28/2017,SecondClass,ShippedLate,New York,Accessories,4,3,0,1,12,11.7,0.45,2,26,39,26,26
OfficeSupplies,Boynton Beach,United States,Ben Wallace,9/30/2014,South,Consumer,10/5/2014,StandardClass,ShippedEarly,Florida,Paper,5,6,0.2,1,5,5.44,0.35,3,16,23,15.55,20
OfficeSupplies,Mesquite,United States,Henry Goldwyn,9/26/2014,Central,Corporate,9/26/2014,Same Day,ShippedOnTime,Texas,Binders,0,0,0.8,1,-1,-1.4,-1.6,1,1,1,0.88,5
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Paper,0,0,0,1,9,9.39,0.47,1,20,30,19.98,20
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Binders,0,0,0.2,1,124,124.48,0.31,3,398,597,398.35,498
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Art,0,0,0,1,1,1.26,0.25,3,5,8,5.04,5
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Fasteners,0,0,0,1,8,8.03,0.46,5,17,26,17.45,17
Furniture,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Chairs,0,0,0.2,1,20,20.2,0.06,4,323,484,323.14,404
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Supplies,0,0,0,1,8,8.02,0.27,3,30,44,29.7,30
Technology,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Phones,0,0,0.2,1,146,145.78,0.11,4,1296,1941,1295.84,1620
OfficeSupplies,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Storage,0,0,0,1,13,12.65,0.27,2,47,70,46.84,47
Furniture,Redlands,United States,Sandra Glassco,10/31/2015,West,Consumer,10/31/2015,Same Day,ShippedOnTime,California,Bookcases,0,0,0.15,1,20,20.04,0.05,1,426,638,425.83,501
Furniture,Rochester,United States,Ralph Kennedy,10/12/2015,East,Consumer,10/17/2015,SecondClass,ShippedLate,New York,Tables,5,3,0.4,1,-14,-13.98,-0.07,1,210,314,209.67,350
OfficeSupplies,Stockton,United States,Scot Wooten,9/19/2016,West,Consumer,9/23/2016,StandardClass,ShippedEarly,California,Paper,4,6,0,1,74,73.54,0.46,7,160,239,159.88,160
OfficeSupplies,Seattle,United States,Rob Williams,4/13/2017,West,Corporate,4/15/2017,FirstClass,ShippedLate,Washington,Paper,2,1,0,1,2,2.38,0.45,1,5,8,5.28,5
OfficeSupplies,Seattle,United States,Rob Williams,4/13/2017,West,Corporate,4/15/2017,FirstClass,ShippedLate,Washington,Binders,2,1,0.2,1,302,302.37,0.34,5,896,1342,895.92,1120
OfficeSupplies,Ormond Beach,United States,Thais Sissman,1/7/2017,South,Consumer,1/13/2017,StandardClass,ShippedOnTime,Florida,Binders,6,6,0.7,1,-2,-1.97,-0.7,3,3,4,2.81,10
Furniture,Sunnyvale,United States,Jennifer Braxton,11/9/2017,West,Corporate,11/11/2017,FirstClass,ShippedLate,California,Chairs,2,1,0.2,1,-3,-2.7,-0.01,3,216,323,215.98,270
Furniture,Lansing,United States,Erica Hernandez,9/22/2017,Central,HomeOffice,9/24/2017,SecondClass,ShippedEarly,Michigan,Bookcases,2,3,0,1,41,41.13,0.17,2,242,362,241.96,242
OfficeSupplies,Lansing,United States,Erica Hernandez,9/22/2017,Central,HomeOffice,9/24/2017,SecondClass,ShippedEarly,Michigan,Labels,2,3,0,1,13,13.31,0.48,9,28,42,27.72,28
OfficeSupplies,Philadelphia,United States,Erica Hernandez,12/1/2017,East,HomeOffice,12/5/2017,StandardClass,ShippedEarly,Pennsylvania,Envelopes,4,6,0.2,1,35,35.33,0.34,5,105,157,104.68,131
Technology,Philadelphia,United States,Erica Hernandez,12/1/2017,East,HomeOffice,12/5/2017,StandardClass,ShippedEarly,Pennsylvania,Phones,4,6,0.4,1,9,9.44,0.15,7,63,94,62.96,105
Technology,Philadelphia,United States,Brian Stugart,6/23/2014,East,Consumer,6/28/2014,StandardClass,ShippedEarly,Pennsylvania,Accessories,5,6,0.2,1,1,1.08,0.01,3,86,129,86.38,108
Furniture,Philadelphia,United States,Julie Kriz,10/4/2015,East,HomeOffice,10/9/2015,StandardClass,ShippedEarly,Pennsylvania,Furnishings,5,6,0.2,1,6,6.49,0.1,3,65,97,64.94,81
OfficeSupplies,Philadelphia,United States,Julie Kriz,10/4/2015,East,HomeOffice,10/9/2015,StandardClass,ShippedEarly,Pennsylvania,Paper,5,6,0.2,1,7,7.26,0.35,4,21,31,20.74,26
OfficeSupplies,Dover,United States,Randy Ferguson,5/20/2014,East,Corporate,5/22/2014,SecondClass,ShippedEarly,New Hampshire,Appliances,2,3,0,1,9,9.32,0.28,4,33,50,33.28,33
OfficeSupplies,Dover,United States,Randy Ferguson,5/20/2014,East,Corporate,5/22/2014,SecondClass,ShippedEarly,New Hampshire,Art,2,3,0,1,12,11.94,0.31,9,39,58,38.52,39
Furniture,Dover,United States,Randy Ferguson,5/20/2014,East,Corporate,5/22/2014,SecondClass,ShippedEarly,New Hampshire,Furnishings,2,3,0,1,60,60.14,0.43,7,140,209,139.86,140
OfficeSupplies,New York City,United States,Dan Lawera,11/20/2015,East,Consumer,11/26/2015,StandardClass,ShippedOnTime,New York,Paper,6,6,0,1,9,9.04,0.46,3,20,29,19.65,20
OfficeSupplies,Philadelphia,United States,William Brown,11/30/2015,East,Consumer,12/4/2015,StandardClass,ShippedEarly,Pennsylvania,Binders,4,6,0.7,1,-122,-122.39,-0.8,3,153,229,152.99,510
OfficeSupplies,Philadelphia,United States,William Brown,11/30/2015,East,Consumer,12/4/2015,StandardClass,ShippedEarly,Pennsylvania,Fasteners,4,6,0.2,1,-2,-2.38,-0.23,7,11,16,10.58,14
Technology,Philadelphia,United States,William Brown,11/30/2015,East,Consumer,12/4/2015,StandardClass,ShippedEarly,Pennsylvania,Phones,4,6,0.4,1,16,15.82,0.17,4,95,142,94.92,158
Furniture,Grand Prairie,United States,Trudy Brown,12/31/2015,Central,Consumer,1/5/2016,StandardClass,ShippedEarly,Texas,Furnishings,5,6,0.6,1,-11,-11.44,-0.78,5,15,22,14.76,38
OfficeSupplies,Grand Prairie,United States,Trudy Brown,12/31/2015,Central,Consumer,1/5/2016,StandardClass,ShippedEarly,Texas,Binders,5,6,0.8,1,-6,-5.85,-1.6,4,4,5,3.66,20
OfficeSupplies,New York City,United States,Christy Brittain,11/16/2017,East,Consumer,11/16/2017,Same Day,ShippedOnTime,New York,Paper,0,0,0,1,73,73.41,0.5,3,147,220,146.82,147
OfficeSupplies,Long Beach,United States,Grant Thornton,6/6/2014,East,Corporate,6/11/2014,StandardClass,ShippedEarly,New York,Binders,5,6,0.2,1,50,50.47,0.34,9,150,224,149.54,188
OfficeSupplies,Long Beach,United States,Grant Thornton,6/6/2014,East,Corporate,6/11/2014,StandardClass,ShippedEarly,New York,Supplies,5,6,0,1,4,4.46,0.26,2,17,26,17.14,17
Furniture,Long Beach,United States,Grant Thornton,6/6/2014,East,Corporate,6/11/2014,StandardClass,ShippedEarly,New York,Tables,5,6,0.4,1,-347,-347.12,-0.35,3,992,1485,991.76,1653
OfficeSupplies,Philadelphia,United States,Dean Katz,9/1/2016,East,Corporate,9/5/2016,StandardClass,ShippedEarly,Pennsylvania,Paper,4,6,0.2,1,10,9.91,0.33,6,30,46,30.48,38
Technology,Philadelphia,United States,Dean Katz,9/1/2016,East,Corporate,9/5/2016,StandardClass,ShippedEarly,Pennsylvania,Phones,4,6,0.4,1,-5,-4.8,-0.2,2,24,36,23.99,40
OfficeSupplies,Philadelphia,United States,Dean Katz,9/1/2016,East,Corporate,9/5/2016,StandardClass,ShippedEarly,Pennsylvania,Fasteners,4,6,0.2,1,5,5.42,0.33,7,17,25,16.69,21
Furniture,York,United States,Theresa Swint,6/25/2016,East,Corporate,6/29/2016,StandardClass,ShippedEarly,Pennsylvania,Chairs,4,6,0.3,1,-18,-18.09,-0.04,3,422,632,422.06,603
OfficeSupplies,York,United States,Theresa Swint,6/25/2016,East,Corporate,6/29/2016,StandardClass,ShippedEarly,Pennsylvania,Binders,4,6,0.7,1,-28,-27.93,-0.73,4,38,57,38.09,127
OfficeSupplies,York,United States,Theresa Swint,6/25/2016,East,Corporate,6/29/2016,StandardClass,ShippedEarly,Pennsylvania,Storage,4,6,0.2,1,-51,-50.87,-0.2,6,254,381,254.35,318
Furniture,Concord,United States,William Brown,12/12/2014,West,Consumer,12/17/2014,StandardClass,ShippedEarly,California,Furnishings,5,6,0,1,4,4.33,0.1,1,43,65,43.31,43
Technology,New York City,United States,Denny Ordway,3/31/2017,East,Consumer,4/5/2017,StandardClass,ShippedEarly,New York,Phones,5,6,0,1,22,22.09,0.26,5,85,127,84.95,85
Furniture,College Station,United States,Art Ferguson,11/19/2017,Central,Consumer,11/26/2017,StandardClass,ShippedLate,Texas,Chairs,7,6,0.3,1,-53,-53.27,-0.23,3,233,349,233.06,333
Technology,Saint Louis,United States,Richard Bierner,11/24/2014,Central,Consumer,11/29/2014,SecondClass,ShippedLate,Missouri,Accessories,5,3,0,1,44,43.6,0.39,7,112,167,111.79,112
OfficeSupplies,Quincy,United States,Andy Reiter,11/22/2015,East,Consumer,11/26/2015,StandardClass,ShippedEarly,Massachusetts,Paper,4,6,0,1,7,7.02,0.47,3,15,22,14.94,15
OfficeSupplies,New York City,United States,Dan Reichenbach,7/14/2016,East,Corporate,7/18/2016,StandardClass,ShippedEarly,New York,Binders,4,6,0.2,1,5,5.13,0.36,2,14,21,14.16,18
Furniture,Dallas,United States,Ben Ferrer,4/30/2016,Central,HomeOffice,5/5/2016,StandardClass,ShippedEarly,Texas,Furnishings,5,6,0.6,1,-10,-10.17,-0.45,3,23,34,22.61,58
OfficeSupplies,Los Angeles,United States,Larry Blacks,7/25/2016,West,Consumer,7/27/2016,SecondClass,ShippedEarly,California,Fasteners,2,3,0,1,11,10.74,0.5,6,21,32,21.48,21
OfficeSupplies,Minneapolis,United States,Dianna Vittorini,6/22/2014,Central,Consumer,6/24/2014,FirstClass,ShippedLate,Minnesota,Storage,2,1,0,1,0,0,0,3,502,752,501.81,502
OfficeSupplies,Minneapolis,United States,Dianna Vittorini,6/22/2014,Central,Consumer,6/24/2014,FirstClass,ShippedLate,Minnesota,Storage,2,1,0,1,10,9.72,0.06,3,162,243,161.94,162
OfficeSupplies,Deltona,United States,Neil Knudson,10/21/2017,South,HomeOffice,10/26/2017,StandardClass,ShippedEarly,Florida,Art,5,6,0.2,1,2,2.01,0.11,4,18,27,17.86,23
OfficeSupplies,Chicago,United States,Carlos Soltero,9/3/2016,Central,Consumer,9/9/2016,StandardClass,ShippedOnTime,Illinois,Binders,6,6,0.8,1,-15,-14.97,-1.7,3,9,13,8.81,45
Furniture,Cincinnati,United States,Logan Haushalter,5/14/2016,East,Consumer,5/14/2016,Same Day,ShippedOnTime,Ohio,Furnishings,0,0,0.2,1,30,29.77,0.38,1,79,119,79.38,99
OfficeSupplies,Oakland,United States,Dianna Wilson,1/7/2016,West,HomeOffice,1/12/2016,StandardClass,ShippedEarly,California,Art,5,6,0,1,10,10.03,0.29,1,35,52,34.58,35
OfficeSupplies,Manteca,United States,Karen Ferguson,3/13/2017,West,HomeOffice,3/19/2017,StandardClass,ShippedOnTime,California,Paper,6,6,0,1,151,150.98,0.48,3,315,471,314.55,315
Technology,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,StandardClass,ShippedOnTime,Texas,Accessories,6,6,0.2,1,24,24,0.13,3,192,288,191.98,240
OfficeSupplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,StandardClass,ShippedOnTime,Texas,Paper,6,6,0.2,1,3,3,0.36,2,8,12,8.29,10
Furniture,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,StandardClass,ShippedOnTime,Texas,Furnishings,6,6,0.6,1,-150,-150.41,-1.08,5,140,210,139.92,350
OfficeSupplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,StandardClass,ShippedOnTime,Texas,Art,6,6,0.2,1,1,1.19,0.08,1,16,24,15.87,20
OfficeSupplies,Laredo,United States,Helen Andreada,10/13/2016,Central,Consumer,10/19/2016,StandardClass,ShippedOnTime,Texas,Binders,6,6,0.8,1,-11,-11,-1.75,7,6,9,6.29,30
OfficeSupplies,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,SecondClass,ShippedOnTime,Ohio,Art,3,3,0.2,1,2,1.75,0.13,3,14,21,14.02,18
Technology,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,SecondClass,ShippedOnTime,Ohio,Accessories,3,3,0.2,1,-9,-9,-0.13,3,72,108,71.98,90
Technology,Kent,United States,John Huston,1/27/2017,East,Consumer,1/30/2017,SecondClass,ShippedOnTime,Ohio,Phones,3,3,0.4,1,-27,-27,-0.25,3,108,162,107.98,180
Furniture,San Angelo,United States,Linda Cazamias,11/19/2017,Central,Corporate,11/25/2017,StandardClass,ShippedOnTime,Texas,Chairs,6,6,0.3,1,-9,-8.72,-0.03,2,305,457,305.31,436
OfficeSupplies,San Francisco,United States,Ivan Liston,8/1/2014,West,Consumer,8/3/2014,FirstClass,ShippedLate,California,Binders,2,1,0.2,1,7,6.91,0.35,3,20,30,19.75,25
OfficeSupplies,Houston,United States,Lindsay Shagiari,7/30/2016,Central,HomeOffice,8/4/2016,StandardClass,ShippedEarly,Texas,Binders,5,6,0.8,1,-14,-13.9,-1.5,3,9,14,9.26,45
OfficeSupplies,Houston,United States,Corey Catlett,7/30/2015,Central,Corporate,8/3/2015,SecondClass,ShippedLate,Texas,Storage,4,3,0.2,1,6,6.18,0.1,4,62,93,61.79,78
OfficeSupplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,HomeOffice,10/21/2016,StandardClass,ShippedOnTime,Utah,Paper,6,6,0,1,21,21.01,0.46,2,46,68,45.68,46
OfficeSupplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,HomeOffice,10/21/2016,StandardClass,ShippedOnTime,Utah,Paper,6,6,0,1,29,28.86,0.48,9,60,90,60.12,60
OfficeSupplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,HomeOffice,10/21/2016,StandardClass,ShippedOnTime,Utah,Binders,6,6,0.2,1,13,13.04,0.31,5,42,62,41.72,53
OfficeSupplies,Salt Lake City,United States,Patrick Bzostek,10/15/2016,West,HomeOffice,10/21/2016,StandardClass,ShippedOnTime,Utah,Paper,6,6,0,1,33,32.94,0.46,8,72,107,71.6,72
OfficeSupplies,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Binders,4,6,0.2,1,31,30.9,0.36,7,85,128,85.23,106
OfficeSupplies,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Labels,4,6,0,1,22,22.2,0.5,3,44,66,44.4,44
Furniture,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Chairs,4,6,0.1,1,59,59.04,0.13,4,443,663,442.76,492
Technology,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Machines,4,6,0,1,1160,1159.99,0.29,5,4000,5990,3999.95,4000
Technology,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Accessories,4,6,0,1,22,21.99,0.11,5,200,299,199.95,200
Furniture,New York City,United States,Caroline Jumper,5/7/2016,East,Consumer,5/11/2016,StandardClass,ShippedEarly,New York,Furnishings,4,6,0,1,28,28.02,0.44,8,64,95,63.68,64
OfficeSupplies,Salinas,United States,Heather Kirkland,8/1/2017,West,Corporate,8/4/2017,SecondClass,ShippedOnTime,California,Binders,3,3,0.2,1,19,18.53,0.34,2,55,82,54.9,69
Technology,Huntsville,United States,Rob Haberlin,7/14/2016,South,Consumer,7/14/2016,Same Day,ShippedOnTime,Alabama,Accessories,0,0,0,1,7,7.25,0.25,2,29,43,29,29
OfficeSupplies,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,StandardClass,ShippedEarly,Indiana,Envelopes,5,6,0,1,35,35.04,0.5,6,70,105,70.08,70
Furniture,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,StandardClass,ShippedEarly,Indiana,Furnishings,5,6,0,1,25,25.47,0.21,2,121,182,121.3,121
Technology,Columbus,United States,Ivan Liston,8/10/2017,Central,Consumer,8/15/2017,StandardClass,ShippedEarly,Indiana,Phones,5,6,0,1,378,378.17,0.26,9,1454,2178,1454.49,1454
OfficeSupplies,Los Angeles,United States,Alan Shonely,6/25/2016,West,Consumer,6/29/2016,StandardClass,ShippedEarly,California,Appliances,4,6,0,1,17,17.03,0.28,3,61,91,60.81,61
OfficeSupplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,StandardClass,ShippedLate,Washington,Binders,7,6,0.2,1,52,51.82,0.34,3,154,230,153.55,193
OfficeSupplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,StandardClass,ShippedLate,Washington,Appliances,7,6,0,1,23,22.87,0.35,3,65,98,65.34,65
OfficeSupplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,StandardClass,ShippedLate,Washington,Paper,7,6,0,1,56,55.76,0.45,4,124,186,123.92,124
OfficeSupplies,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,StandardClass,ShippedLate,Washington,Appliances,7,6,0,1,12,12.29,0.35,3,35,53,35.1,35
Technology,Seattle,United States,Arthur Prichep,12/10/2016,West,Consumer,12/17/2016,StandardClass,ShippedLate,Washington,Accessories,7,6,0,1,9,8.5,0.19,5,45,67,44.75,45
OfficeSupplies,Knoxville,United States,Allen Goldenen,12/1/2016,South,Consumer,12/6/2016,StandardClass,ShippedEarly,Tennessee,Art,5,6,0.2,1,0,0.41,0.09,2,5,7,4.7,6
OfficeSupplies,Montgomery,United States,Bart Folk,11/28/2014,South,Consumer,12/4/2014,StandardClass,ShippedOnTime,Alabama,Art,6,6,0,1,4,3.96,0.27,3,15,22,14.67,15
OfficeSupplies,Philadelphia,United States,Chloris Kastensmidt,3/28/2015,East,Consumer,4/2/2015,StandardClass,ShippedEarly,Pennsylvania,Paper,5,6,0.2,1,5,5.44,0.35,3,16,23,15.55,20
OfficeSupplies,Philadelphia,United States,Chloris Kastensmidt,3/28/2015,East,Consumer,4/2/2015,StandardClass,ShippedEarly,Pennsylvania,Paper,5,6,0.2,1,2,1.7,0.33,1,5,8,5.23,6
Furniture,Little Rock,United States,Liz Thompson,6/1/2014,South,Consumer,6/6/2014,StandardClass,ShippedEarly,Arkansas,Furnishings,5,6,0,1,9,9.1,0.41,6,22,33,22.2,22
Technology,Little Rock,United States,Liz Thompson,6/1/2014,South,Consumer,6/6/2014,StandardClass,ShippedEarly,Arkansas,Phones,5,6,0,1,229,229.3,0.26,7,882,1321,881.93,882
OfficeSupplies,Seattle,United States,Beth Thompson,9/6/2015,West,HomeOffice,9/12/2015,StandardClass,ShippedOnTime,Washington,Binders,6,6,0.2,1,2,2.13,0.35,2,6,9,6.1,8
Furniture,Seattle,United States,Beth Thompson,9/6/2015,West,HomeOffice,9/12/2015,StandardClass,ShippedOnTime,Washington,Furnishings,6,6,0,1,75,74.81,0.39,3,192,287,191.82,192
Furniture,Lancaster,United States,Steven Cartwright,6/29/2015,East,Consumer,7/5/2015,StandardClass,ShippedOnTime,Pennsylvania,Furnishings,6,6,0.2,1,2,1.76,0.09,1,20,30,20.1,25
OfficeSupplies,Bristol,United States,Catherine Glotzbach,9/10/2016,South,HomeOffice,9/12/2016,SecondClass,ShippedEarly,Tennessee,Art,2,3,0.2,1,8,8.44,0.13,3,68,101,67.56,85
